poly-0.3.3.0,real,42.553,0,1,,66.25,59.25,66.25,60.25,59.25,56.5,56.75,59.0,59.25,58.0
poly-0.3.3.0,user,42.422,0,1,,66.25,59.25,66.25,60.25,59.25,56.5,56.75,59.0,59.25,58.0
poly-0.3.3.0,sys,0.231,0,1,,66.25,59.25,66.25,60.25,59.25,56.5,56.75,59.0,59.25,58.0
poly-0.3.3.0,real,47.723,0,2,,64.125,58.5,64.125,59.25,60.5,57.0,57.0,58.75,59.25,58.25
poly-0.3.3.0,user,47.611,0,2,,64.125,58.5,64.125,59.25,60.5,57.0,57.0,58.75,59.25,58.25
poly-0.3.3.0,sys,0.220,0,2,,64.125,58.5,64.125,59.25,60.5,57.0,57.0,58.75,59.25,58.25
poly-0.3.3.0,real,44.243,0,3,,65.5,57.75,65.5,58.75,58.75,56.5,56.5,59.5,59.25,58.0
poly-0.3.3.0,user,44.140,0,3,,65.5,57.75,65.5,58.75,58.75,56.5,56.5,59.5,59.25,58.0
poly-0.3.3.0,sys,0.215,0,3,,65.5,57.75,65.5,58.75,58.75,56.5,56.5,59.5,59.25,58.0
poly-0.3.3.0,real,39.443,0,4,,65.125,58.25,65.125,58.5,58.75,56.75,56.75,58.75,59.0,58.25
poly-0.3.3.0,user,39.377,0,4,,65.125,58.25,65.125,58.5,58.75,56.75,56.75,58.75,59.0,58.25
poly-0.3.3.0,sys,0.174,0,4,,65.125,58.25,65.125,58.5,58.75,56.75,56.75,58.75,59.0,58.25
poly-0.3.3.0,real,40.553,0,5,,65.5,59.75,65.5,59.0,59.5,57.0,56.25,58.25,58.5,57.5
poly-0.3.3.0,user,40.485,0,5,,65.5,59.75,65.5,59.0,59.5,57.0,56.25,58.25,58.5,57.5
poly-0.3.3.0,sys,0.159,0,5,,65.5,59.75,65.5,59.0,59.5,57.0,56.25,58.25,58.5,57.5
poly-0.3.3.0,real,44.333,0,6,,63.125,57.75,63.125,58.5,59.0,57.25,56.5,58.25,59.0,58.25
poly-0.3.3.0,user,44.236,0,6,,63.125,57.75,63.125,58.5,59.0,57.25,56.5,58.25,59.0,58.25
poly-0.3.3.0,sys,0.188,0,6,,63.125,57.75,63.125,58.5,59.0,57.25,56.5,58.25,59.0,58.25
poly-0.3.3.0,real,40.313,0,7,,64.875,57.25,64.875,59.0,59.0,56.5,56.25,58.25,58.75,57.25
poly-0.3.3.0,user,40.222,0,7,,64.875,57.25,64.875,59.0,59.0,56.5,56.25,58.25,58.75,57.25
poly-0.3.3.0,sys,0.188,0,7,,64.875,57.25,64.875,59.0,59.0,56.5,56.25,58.25,58.75,57.25
poly-0.3.3.0,real,43.653,0,8,,64.25,57.75,64.25,58.5,58.75,57.0,56.25,58.0,59.5,58.0
poly-0.3.3.0,user,43.529,0,8,,64.25,57.75,64.25,58.5,58.75,57.0,56.25,58.0,59.5,58.0
poly-0.3.3.0,sys,0.202,0,8,,64.25,57.75,64.25,58.5,58.75,57.0,56.25,58.0,59.5,58.0
poly-0.3.3.0,real,40.433,0,9,,63.0,58.25,63.0,58.5,59.0,57.0,56.75,58.5,59.0,58.25
poly-0.3.3.0,user,40.382,0,9,,63.0,58.25,63.0,58.5,59.0,57.0,56.75,58.5,59.0,58.25
