poly-0.3.3.0,real,34.953,0,1,,62.25,55.0,62.25,56.0,57.0,54.25,53.75,56.75,57.0,55.25
poly-0.3.3.0,user,34.844,0,1,,62.25,55.0,62.25,56.0,57.0,54.25,53.75,56.75,57.0,55.25
poly-0.3.3.0,sys,0.196,0,1,,62.25,55.0,62.25,56.0,57.0,54.25,53.75,56.75,57.0,55.25
poly-0.3.3.0,real,41.423,0,2,,60.875,55.0,60.875,56.0,56.75,54.75,54.5,56.0,56.5,55.75
poly-0.3.3.0,user,41.331,0,2,,60.875,55.0,60.875,56.0,56.75,54.75,54.5,56.0,56.5,55.75
poly-0.3.3.0,sys,0.189,0,2,,60.875,55.0,60.875,56.0,56.75,54.75,54.5,56.0,56.5,55.75
poly-0.3.3.0,real,43.403,0,3,,63.375,54.75,63.375,55.75,56.25,53.75,53.0,56.5,56.75,54.75
poly-0.3.3.0,user,43.345,0,3,,63.375,54.75,63.375,55.75,56.25,53.75,53.0,56.5,56.75,54.75
poly-0.3.3.0,sys,0.152,0,3,,63.375,54.75,63.375,55.75,56.25,53.75,53.0,56.5,56.75,54.75
poly-0.3.3.0,real,41.253,0,4,,61.75,55.75,61.75,55.5,56.25,54.0,54.0,55.75,56.5,56.0
poly-0.3.3.0,user,41.172,0,4,,61.75,55.75,61.75,55.5,56.25,54.0,54.0,55.75,56.5,56.0
poly-0.3.3.0,sys,0.192,0,4,,61.75,55.75,61.75,55.5,56.25,54.0,54.0,55.75,56.5,56.0
poly-0.3.3.0,real,40.793,0,5,,62.5,55.0,62.5,56.25,56.75,54.25,53.5,55.75,56.25,54.75
poly-0.3.3.0,user,40.688,0,5,,62.5,55.0,62.5,56.25,56.75,54.25,53.5,55.75,56.25,54.75
poly-0.3.3.0,sys,0.198,0,5,,62.5,55.0,62.5,56.25,56.75,54.25,53.5,55.75,56.25,54.75
poly-0.3.3.0,real,41.123,0,6,,61.625,55.0,61.625,55.5,58.5,54.75,53.75,55.25,56.5,55.25
poly-0.3.3.0,user,41.059,0,6,,61.625,55.0,61.625,55.5,58.5,54.75,53.75,55.25,56.5,55.25
poly-0.3.3.0,sys,0.142,0,6,,61.625,55.0,61.625,55.5,58.5,54.75,53.75,55.25,56.5,55.25
poly-0.3.3.0,real,44.883,0,7,,62.625,55.25,62.625,55.75,56.5,54.0,55.0,56.0,56.25,54.75
poly-0.3.3.0,user,44.769,0,7,,62.625,55.25,62.625,55.75,56.5,54.0,55.0,56.0,56.25,54.75
poly-0.3.3.0,sys,0.213,0,7,,62.625,55.25,62.625,55.75,56.5,54.0,55.0,56.0,56.25,54.75
poly-0.3.3.0,real,36.993,0,8,,62.625,55.5,62.625,55.75,56.25,54.0,54.0,55.75,56.0,56.5
poly-0.3.3.0,user,36.914,0,8,,62.625,55.5,62.625,55.75,56.25,54.0,54.0,55.75,56.0,56.5
poly-0.3.3.0,sys,0.180,0,8,,62.625,55.5,62.625,55.75,56.25,54.0,54.0,55.75,56.0,56.5
poly-0.3.3.0,real,42.323,0,9,,63.0,56.5,63.0,56.5,56.75,53.75,53.5,55.75,56.5,54.5
poly-0.3.3.0,user,42.261,0,9,,63.0,56.5,63.0,56.5,56.75,53.75,53.5,55.75,56.5,54.5
poly-0.3.3.0,sys,0.165,0,9,,63.0,56.5,63.0,56.5,56.75,53.75,53.5,55.75,56.5,54.5
poly-0.3.3.0,real,40.683,0,10,,62.125,55.25,62.125,56.5,57.75,54.25,53.75,55.75,56.25,55.0
poly-0.3.3.0,user,40.565,0,10,,62.125,55.25,62.125,56.5,57.75,54.25,53.75,55.75,56.25,55.0
poly-0.3.3.0,sys,0.214,0,10,,62.125,55.25,62.125,56.5,57.75,54.25,53.75,55.75,56.25,55.0
poly-0.3.3.0,real,40.953,0,11,,62.375,54.0,62.375,55.75,56.25,53.5,53.25,55.25,56.0,54.25
poly-0.3.3.0,user,40.860,0,11,,62.375,54.0,62.375,55.75,56.25,53.5,53.25,55.25,56.0,54.25
poly-0.3.3.0,sys,0.193,0,11,,62.375,54.0,62.375,55.75,56.25,53.5,53.25,55.25,56.0,54.25
ListLike-4.6.3,real,24.433,0,1,,60.0,55.5,60.0,55.75,56.75,54.0,54.5,55.5,56.0,55.0
ListLike-4.6.3,user,24.188,0,1,,60.0,55.5,60.0,55.75,56.75,54.0,54.5,55.5,56.0,55.0
ListLike-4.6.3,sys,0.603,0,1,,60.0,55.5,60.0,55.75,56.75,54.0,54.5,55.5,56.0,55.0
ListLike-4.6.3,real,24.723,0,2,,62.75,55.0,62.75,55.5,56.5,54.0,53.5,56.5,57.0,55.0
ListLike-4.6.3,user,24.250,0,2,,62.75,55.0,62.75,55.5,56.5,54.0,53.5,56.5,57.0,55.0
ListLike-4.6.3,sys,0.895,0,2,,62.75,55.0,62.75,55.5,56.5,54.0,53.5,56.5,57.0,55.0
ListLike-4.6.3,real,24.413,0,3,,61.25,55.0,61.25,56.25,56.75,53.75,53.25,55.75,56.25,55.0
ListLike-4.6.3,user,24.003,0,3,,61.25,55.0,61.25,56.25,56.75,53.75,53.25,55.75,56.25,55.0
ListLike-4.6.3,sys,0.814,0,3,,61.25,55.0,61.25,56.25,56.75,53.75,53.25,55.75,56.25,55.0
ListLike-4.6.3,real,24.773,0,4,,61.5,54.75,61.5,56.0,57.0,53.75,53.25,55.5,56.25,54.75
ListLike-4.6.3,user,24.532,0,4,,61.5,54.75,61.5,56.0,57.0,53.75,53.25,55.5,56.25,54.75
ListLike-4.6.3,sys,0.626,0,4,,61.5,54.75,61.5,56.0,57.0,53.75,53.25,55.5,56.25,54.75
ListLike-4.6.3,real,23.913,0,5,,61.75,55.0,61.75,56.0,56.75,54.25,53.25,55.75,57.0,55.0
ListLike-4.6.3,user,23.433,0,5,,61.75,55.0,61.75,56.0,56.75,54.25,53.25,55.75,57.0,55.0
ListLike-4.6.3,sys,0.919,0,5,,61.75,55.0,61.75,56.0,56.75,54.25,53.25,55.75,57.0,55.0
ListLike-4.6.3,real,24.673,0,6,,63.25,55.0,63.25,55.5,56.75,54.25,53.75,56.25,57.25,54.75
ListLike-4.6.3,user,24.320,0,6,,63.25,55.0,63.25,55.5,56.75,54.25,53.75,56.25,57.25,54.75
ListLike-4.6.3,sys,0.796,0,6,,63.25,55.0,63.25,55.5,56.75,54.25,53.75,56.25,57.25,54.75
ListLike-4.6.3,real,24.813,0,7,,61.25,56.0,61.25,55.25,56.5,54.25,53.75,55.75,56.25,55.25
ListLike-4.6.3,user,24.501,0,7,,61.25,56.0,61.25,55.25,56.5,54.25,53.75,55.75,56.25,55.25
ListLike-4.6.3,sys,0.742,0,7,,61.25,56.0,61.25,55.25,56.5,54.25,53.75,55.75,56.25,55.25
ListLike-4.6.3,real,24.473,0,8,,62.375,54.75,62.375,57.5,57.0,53.75,53.25,55.75,56.5,55.0
ListLike-4.6.3,user,24.007,0,8,,62.375,54.75,62.375,57.5,57.0,53.75,53.25,55.75,56.5,55.0
ListLike-4.6.3,sys,0.890,0,8,,62.375,54.75,62.375,57.5,57.0,53.75,53.25,55.75,56.5,55.0
ListLike-4.6.3,real,24.722,0,9,,59.75,55.25,59.75,55.5,56.75,54.5,54.0,56.0,56.25,55.25
ListLike-4.6.3,user,24.330,0,9,,59.75,55.25,59.75,55.5,56.75,54.5,54.0,56.0,56.25,55.25
ListLike-4.6.3,sys,0.799,0,9,,59.75,55.25,59.75,55.5,56.75,54.5,54.0,56.0,56.25,55.25
ListLike-4.6.3,real,24.002,0,10,,61.25,55.0,61.25,56.0,56.5,54.0,53.5,55.5,55.75,54.75
ListLike-4.6.3,user,23.629,0,10,,61.25,55.0,61.25,56.0,56.5,54.0,53.5,55.5,55.75,54.75
ListLike-4.6.3,sys,0.806,0,10,,61.25,55.0,61.25,56.0,56.5,54.0,53.5,55.5,55.75,54.75
ListLike-4.6.3,real,24.013,0,11,,61.25,54.75,61.25,56.25,56.5,54.25,53.25,56.0,56.0,54.75
ListLike-4.6.3,user,23.785,0,11,,61.25,54.75,61.25,56.25,56.5,54.25,53.25,56.0,56.0,54.75
ListLike-4.6.3,sys,0.602,0,11,,61.25,54.75,61.25,56.25,56.5,54.25,53.25,56.0,56.0,54.75
loop-0.3.0,real,20.613,0,1,,61.0,54.75,61.0,55.25,56.0,54.0,53.25,55.0,56.0,55.0
loop-0.3.0,user,20.499,0,1,,61.0,54.75,61.0,55.25,56.0,54.0,53.25,55.0,56.0,55.0
loop-0.3.0,sys,0.117,0,1,,61.0,54.75,61.0,55.25,56.0,54.0,53.25,55.0,56.0,55.0
loop-0.3.0,real,20.834,0,2,,61.25,54.25,61.25,56.0,56.25,53.25,52.75,54.75,56.0,54.5
loop-0.3.0,user,20.725,0,2,,61.25,54.25,61.25,56.0,56.25,53.25,52.75,54.75,56.0,54.5
loop-0.3.0,sys,0.122,0,2,,61.25,54.25,61.25,56.0,56.25,53.25,52.75,54.75,56.0,54.5
loop-0.3.0,real,20.693,0,3,,59.375,55.0,59.375,54.5,55.75,54.25,53.0,54.75,55.25,54.75
loop-0.3.0,user,20.542,0,3,,59.375,55.0,59.375,54.5,55.75,54.25,53.0,54.75,55.25,54.75
loop-0.3.0,sys,0.160,0,3,,59.375,55.0,59.375,54.5,55.75,54.25,53.0,54.75,55.25,54.75
loop-0.3.0,real,20.423,0,4,,62.0,54.0,62.0,54.75,55.5,53.5,52.25,54.5,55.5,54.25
loop-0.3.0,user,20.301,0,4,,62.0,54.0,62.0,54.75,55.5,53.5,52.25,54.5,55.5,54.25
loop-0.3.0,sys,0.138,0,4,,62.0,54.0,62.0,54.75,55.5,53.5,52.25,54.5,55.5,54.25
loop-0.3.0,real,20.943,0,5,,60.75,55.25,60.75,54.25,55.25,53.5,52.75,54.25,55.0,54.25
loop-0.3.0,user,20.823,0,5,,60.75,55.25,60.75,54.25,55.25,53.5,52.75,54.25,55.0,54.25
loop-0.3.0,sys,0.131,0,5,,60.75,55.25,60.75,54.25,55.25,53.5,52.75,54.25,55.0,54.25
loop-0.3.0,real,20.633,0,6,,62.25,54.0,62.25,55.0,55.5,52.25,52.0,54.25,54.75,53.5
loop-0.3.0,user,20.522,0,6,,62.25,54.0,62.25,55.0,55.5,52.25,52.0,54.25,54.75,53.5
loop-0.3.0,sys,0.126,0,6,,62.25,54.0,62.25,55.0,55.5,52.25,52.0,54.25,54.75,53.5
loop-0.3.0,real,20.733,0,7,,59.25,54.5,59.25,54.5,55.0,53.25,52.75,54.25,54.5,54.0
loop-0.3.0,user,20.616,0,7,,59.25,54.5,59.25,54.5,55.0,53.25,52.75,54.25,54.5,54.0
loop-0.3.0,sys,0.126,0,7,,59.25,54.5,59.25,54.5,55.0,53.25,52.75,54.25,54.5,54.0
loop-0.3.0,real,21.683,0,8,,61.375,53.5,61.375,54.5,55.25,52.25,52.25,54.5,55.25,53.75
loop-0.3.0,user,21.559,0,8,,61.375,53.5,61.375,54.5,55.25,52.25,52.25,54.5,55.25,53.75
loop-0.3.0,sys,0.136,0,8,,61.375,53.5,61.375,54.5,55.25,52.25,52.25,54.5,55.25,53.75
loop-0.3.0,real,20.683,0,9,,60.0,54.75,60.0,54.25,55.0,52.5,52.0,54.25,54.75,54.0
loop-0.3.0,user,20.594,0,9,,60.0,54.75,60.0,54.25,55.0,52.5,52.0,54.25,54.75,54.0
loop-0.3.0,sys,0.101,0,9,,60.0,54.75,60.0,54.25,55.0,52.5,52.0,54.25,54.75,54.0
