TALLY,CSt,CCI,CAV,CAT,CSe,CSB,CSA,CTI,AINT,AIVA,AITA,ARGS,LVAR,ACTIV,IFV,IFT,IFJI,IFCo,IFL,IFCase,IFNR,IFR,IFTick,IFLNR,IFLBR,IFCast,IFLam,IFA,FOLDTY,SIZE,WF,ID,Inlined,Modified
1,1,0.994000881339636,0.147414069385466,0.123147183719253,0.0183779344603798,0.701746654915472,0.000410624148706033,0.0960059290120984,0,0.308699222818684,0.976884864994792,0.583366717410464,1.86895080522394,0.118640333306626,1,0.843181636086852,0,0,0,0.000741126512298694,0.814898645941832,0,0.0154334588574633,0,0.113021793125551,0,0.29532889992789,0.860758352696098,1.00163248137169,0.157459338194055,17.4021011938146,0.999969954330582,poly-0.3.3.0,1,0
2,1,0.977072142902551,0.0925187095449891,0.742871761014141,0.0740140485303117,0.233730872070446,0.0963797193204439,0.812121778438853,0,0.0273985403069966,0.16518473641198,0.270183369242282,0.462766645961258,0.738340570014024,1,0.246900124615412,0,0,0,0.0443476149590577,0.309960731209842,0,0.0308099542208779,0,0.192769395619083,0,0.103908726678651,0.309649001200199,1.05992798807001,0.889243170087399,73.0912158772443,0.531710294826124,poly-0.3.3.0,0,0
3,1,0.999867165801232,0.0235961840357445,0.0768989252505736,0.00974519985508997,0.262613210964859,4.83033450066417e-05,0.0924042989977056,0,0.296268566598237,1.0923801473252,0.676089844221712,2.06473855814515,0.128559352735177,1,0.838678903514068,0,0,0,0.00243931892283541,0.761852433281005,0,0.050356237169424,0,0.172974278468784,0,0.209733124018838,0.82909068953025,0.985774664895544,0.195278348025601,31.9297910880328,0.999987924163748,poly-0.3.3.0,1,1
4,1,0.939888126789638,0.216625079811508,1.14153292934674,0.0302155596206652,0.150819267575179,0.186904645323535,1.38404592442291,0,0.027344303906553,0.0631421643705761,0.189697950166282,0.280184418443411,0.814789121348746,1,0.122681745002722,0,0,0,0.0395383271507977,0.147780750443615,0,0.0211720834035152,0,0.246250328059572,0,0.0426814316323853,0.200216225532632,1.10948689524421,0.926424561967026,53.450974777605,0.364475946868059,poly-0.3.3.0,0,1
5,1,0.999565925122084,0.00818231144872491,0.0962778079218665,0.00722734671730874,0.187216494845361,0.00032555615843733,0.0963212154096582,0,0.272316874660879,0.975800325556158,0.522864894194249,1.77098209441129,0.182202930005426,1,0.645078676071622,0,0,0,8.68149755832881e-05,0.439500813890396,0,0.0125447639717851,0,0.0991861096039067,0,0.147867607162235,0.776017362995117,0.769484536082474,0.177428106348345,25.5579815518177,0.998958220293001,nonempty-containers-0.3.3.0,1,0
6,1,0.995576263165475,0.0338661630998621,0.277972991200536,0.0266441555234984,0.116279122934161,0.0383413387347884,0.349557512008102,0,0.051075299545281,0.216958572333241,0.327854910576503,0.595888782455025,0.587603706337032,1,0.238550294572864,0,0,0,0.0353818930850249,0.246392997007405,0,0.0316714409494002,0,0.216783680411876,0,0.0619917560749223,0.467789023188611,0.990906763173477,0.843126518873467,90.4584488801202,0.701236588761651,nonempty-containers-0.3.3.0,0,0
7,1,0.999710618243453,0.00692449203166663,0.0884474668761239,0.0062423778912338,0.183736745282044,0.000310051882014924,0.090700510552099,0,0.362657351330123,1.02507286219227,0.568077058227743,1.95580727175014,0.176192149486347,1,0.661795407098121,0,0,0,8.26805018706464e-05,0.467723599082246,0,0.013745633435995,0,0.224952975464561,0,0.158829244093512,0.777589449967961,0.885404824407284,0.19694495545588,31.433018458422,0.998925153475682,nonempty-containers-0.3.3.0,1,1
8,1,0.934606703056959,0.336073160174418,1.07172915861732,0.0146436549874939,0.0824365033945229,0.137107930430438,1.43117441485514,0,0.0298630861253054,0.113581286984612,0.163248516257978,0.306692889367895,0.774843636976333,1,0.124613994672182,0,0,0,0.0202619752433686,0.13056929794237,0,0.0126194328808271,0,0.126857255738153,0,0.0366904781963275,0.262035667909049,1.01079217153597,0.905748174917425,52.0372128018685,0.391834552960076,nonempty-containers-0.3.3.0,0,1
9,1,0.999562192926984,0.00505910395485723,0.102349564625189,0.000486452303351656,0.206499002772778,0.000389161842681325,0.117770102641436,0,0.250182419613757,0.78698253636231,0.529600622658948,1.56676557863501,0.155956608454541,1,0.584715668628691,0,0,0,0.000875614146032981,0.367806586564187,0,0.0189229946003794,0,0.0773945614632485,0,0.211849978109646,0.728121807656759,0.754438877268084,0.17176630831347,20.57474339641,0.999951354769665,loop-0.3.0,1,0
10,1,0.989303489106916,0.0638063037482927,0.418937454678886,0.00518080394195403,0.123678225188783,0.0794389937766284,0.592219183826806,0,0.0385575290564763,0.105596374893341,0.229877425498641,0.374031329448458,0.702483815448056,1,0.171481989498607,0,0,0,0.0781052061400827,0.235361098248894,0,0.0245644076730648,0,0.183366678024247,0,0.0456137898498178,0.378752005777805,1.00220162326032,0.890981790012901,78.0108887160983,0.649429354394364,loop-0.3.0,0,0
