TALLY,CSt,CCI,CAV,CAT,CSe,CSB,CSA,CTI,AINT,AIVA,AITA,ARGS,LVAR,ACTIV,IFV,IFT,IFJI,IFCo,IFL,IFCase,IFNR,IFR,IFTick,IFLNR,IFLBR,IFCast,IFLam,IFA,FOLDTY,SIZE,WF,ID,Inlined,Modified
11,1,0.999843741861555,0.015834158029064,0.0754553188534125,0.00243068215358439,0.289581054568814,0.000138896123061965,0.101342083789086,0,0.285275274753893,0.82066774311162,0.643800892407591,1.7497439102731,0.17952323905759,1,0.736531416566835,0,0,0,0.000850738753754536,0.565394030939111,0,0.0342726183655399,0,0.215983471361356,0,0.148775109814747,0.779693386808341,0.863378300953175,0.19242321648697,29.4554924735663,0.995520600031252,monoid-subclasses-1.0.1,1,1
12,1,0.961158932793814,0.194849532368073,0.762909682184061,0.00359893502802068,0.160483705804594,0.10335627532877,1.00944138620129,0,0.0514860579280213,0.0721946738988773,0.228082740130701,0.3517634719576,0.75774556106522,1,0.171872575730306,0,0,0,0.0617342410833421,0.205606618217475,0,0.0345234622760363,0,0.18520024079786,0,0.0292972798530388,0.303645481006138,0.975813468544228,0.907112225456306,69.5129484704992,0.468364250206354,monoid-subclasses-1.0.1,0,1
13,1,0.999803209865745,0.00822145449774785,0.0661870818209647,0.0103205492631303,0.168583548344776,0.00024052127520007,0.0951808282678095,0,0.261446626142476,0.865155026894652,0.480823894695413,1.60742554773254,0.143044562032623,1,0.566099619539074,0,0,0,0.000109327852363668,0.366838675821052,0,0.0120260637600035,0,0.147461407268116,0,0.183714523111908,0.766956749901605,0.848602790046792,0.214195128350899,25.9522455940876,0.995801810469235,midi-0.2.2.2,1,0
14,1,0.993466618315646,0.0401203580772677,0.287548213659563,0.00779959900620671,0.175227994042035,0.0510772587368995,0.423312184756841,0,0.0376703399456351,0.128460369645549,0.265580466986942,0.431711176578126,0.624631748039236,1,0.195358601736441,0,0,0,0.0733866593141148,0.229697816112278,0,0.0227889148292779,0,0.186445630576226,0,0.0703027832805368,0.387535926106854,0.969042859583242,0.886657815632764,79.7967908508681,0.662754629560255,midi-0.2.2.2,0,0
15,1,0.999828851785646,0.0074924884950367,0.062431065302552,0.00857642718594303,0.170330506218385,7.60658730460579e-05,0.0918495417031149,0,0.30323660289811,0.86815882554292,0.478074012094474,1.6494694405355,0.133305442513216,1,0.537405393070399,0,0,0,0.000247214087399688,0.362606016810558,0,0.0145095652835355,0,0.22426121020804,0,0.178355455824744,0.783497508842658,0.932434488266839,0.234872399497965,31.4766287605066,0.995892442855513,midi-0.2.2.2,1,1
16,1,0.95544405695618,0.222495761368492,0.813008578346911,0.00684337969408338,0.142621105398339,0.119664033890673,1.1131027701582,0,0.0549878010117579,0.0776305935003055,0.164408360557064,0.297026755069128,0.764644529293653,1,0.132914294641175,0,0,0,0.0606687159129024,0.153627303678994,0,0.0177484940797001,0,0.159799853887824,0,0.046842276960683,0.253339214578136,0.991149645517159,0.930004916353077,59.2750630625663,0.453155425678066,midi-0.2.2.2,0,1
17,1,0.999027462603622,0.0592784698744964,0.116009817996573,0.00490899828648173,0.345667577455657,0.000463113045894503,0.113833186680869,0,0.304357893761867,0.830778493030149,0.572778215162321,1.70791460195434,0.148937155559672,1,0.685870420969759,0,0,0,0.000185245218357801,0.497290788681517,0,0.0150048626869819,0,0.111008197100912,0,0.267679340527023,0.736488676886028,0.841939517436206,0.167369054786273,19.0499235863474,0.999953688695411,metrics-0.4.1.1,1,0
18,1,0.98891135373141,0.066780488535442,0.51223734854952,0.0189753036497881,0.161698941157089,0.0909826122118884,0.678399305087538,0,0.0402599931107816,0.111596351709575,0.239142741609381,0.390999086429737,0.718018301358374,1,0.210175076006051,0,0,0,0.0743556334336763,0.277770289496937,0,0.0235521408994923,0,0.209261505743511,0,0.0674963681837924,0.356675802369292,1.04105974150455,0.896529930658519,75.3320812927768,0.604975213790418,metrics-0.4.1.1,0,0
19,1,0.9990333716916,0.0589643268124281,0.122393555811277,0.00543153049482163,0.342186421173763,0.000414269275028769,0.116547756041427,0,0.29891829689298,0.842899884925201,0.566950517836594,1.70876869965478,0.149551208285386,1,0.685247410817031,0,0,0,0.000184119677790564,0.501818181818182,0,0.014361334867664,0,0.116455696202532,0,0.264487917146145,0.73716915995397,0.850126582278481,0.165293440736479,19.8747065592635,0.999953970080552,metrics-0.4.1.1,1,1
20,1,0.988707727170257,0.0704061646382345,0.536325868585699,0.0168959570911199,0.160138306188353,0.0998972365111942,0.713131768556715,0,0.0377853443455195,0.110328755332137,0.242018263209207,0.390132362886864,0.721405546886208,1,0.197335175854386,0,0,0,0.0721774441461408,0.263068675873416,0,0.0237000125892593,0,0.204554969683307,0,0.0658945254288399,0.34551661343069,1.04333925711659,0.903323271684999,78.8993737575426,0.58832829275005,metrics-0.4.1.1,0,1
