TALLY,CSt,CCI,CAV,CAT,CSe,CSB,CSA,CTI,AINT,AIVA,AITA,ARGS,LVAR,ACTIV,IFV,IFT,IFJI,IFCo,IFL,IFCase,IFNR,IFR,IFTick,IFLNR,IFLBR,IFCast,IFLam,IFA,FOLDTY,SIZE,WF,ID,Inlined,Modified
1,1,0.999614610542543,0.00578084186185929,0.090480880400805,0.000299747355800111,0.263863315205755,0.000385389457457286,0.118186100286901,0,0.240183274097546,0.791118914058151,0.569948186528497,1.60125037468419,0.164047445724318,1,0.680126750310453,0,0,0,0.000942063118228921,0.45497366505374,0,0.0236800411082088,0,0.0790904808804008,0,0.190639318288871,0.7317261165589,0.738149274183188,0.175780413651351,19.261550978461,0.999957178949171,set-cover-0.1,1,0
2,1,0.990473902889004,0.0578541750778084,0.406691265529736,0.00352884659610677,0.136927424836334,0.0790936920270042,0.569600813602285,0,0.0400872884864033,0.10910805272061,0.308236189970001,0.457431531177015,0.660568908331758,1,0.238108987954393,0,0,0,0.068157078390989,0.268465756645015,0,0.0348131832189418,0,0.195888037695543,0,0.0540876871106387,0.419922523802466,0.956994577688286,0.867963387897155,82.7208659344927,0.654990724320678,set-cover-0.1,0,0
3,1,0.999660902000678,0.00561395576654987,0.0831543649448024,0.000226065332881203,0.252552654383784,0.000150710221920802,0.116310613767379,0,0.391545156550243,0.818431860140914,0.580347387061527,1.79032440375268,0.147846727704307,1,0.662710523341246,0,0,0,0.00082890622056441,0.4624166384085,0,0.0282581666101503,0,0.249689160167288,0,0.19916355826834,0.756753701819826,0.898647375758261,0.211484118910365,27.3884932745563,0.99996232244452,set-cover-0.1,1,1
4,1,0.930437244556911,0.347130050269203,1.17177523475213,0.00253166936280643,0.0936905630409167,0.170705002367199,1.57241103032482,0,0.0776229798042097,0.0481075918361593,0.148798719950377,0.274529291590746,0.835062034710303,1,0.113726582058394,0,0,0,0.0418471435603377,0.123083772997955,0,0.0174926017689966,0,0.146134299479451,0,0.027145839427549,0.199844457993673,1.00477316594946,0.940495784271226,48.2790263822269,0.34900383803425,set-cover-0.1,0,1
5,1,0.999557696088068,0.00648712404167486,0.105808924710045,0.000786318065657559,0.207440534696285,0.000442303911932377,0.119618635738156,0,0.246461568704541,0.773048948299587,0.536711224690387,1.55622174169452,0.155641832121093,1,0.585561234519363,0,0,0,0.000491448791035974,0.37227245920975,0,0.0187733438175742,0,0.0765185767643012,0,0.210831531354433,0.728474542952624,0.757027717711814,0.171368193434244,20.3431786907804,0.999950855120896,reinterpret-cast-0.1.0,1,0
6,1,0.989236693118282,0.064342480044073,0.421761630701065,0.00521608664564603,0.123928944006189,0.0799350626516475,0.59789832733581,0,0.0387983074091873,0.103208186325648,0.229507812408425,0.371514306143261,0.705206123334076,1,0.172719866843271,0,0,0,0.0799643665092073,0.235075545344789,0,0.0247119430801871,0,0.185021626246879,0,0.0427455370224936,0.377817565904376,0.999994139228488,0.892287810767409,78.1302263429958,0.64981890216028,reinterpret-cast-0.1.0,0,0
7,1,0.999574186222559,0.00591408024224073,0.100350113550341,0,0.198618470855413,0.000378501135503407,0.115158970476911,0,0.262585162755488,0.789553368660106,0.522331566994701,1.5744700984103,0.149366010598032,1,0.572341029523089,0,0,0,0.000662376987130961,0.365395533686601,0,0.0179788039364118,0,0.0801476154428463,0,0.203586298258895,0.738834216502649,0.763815291445874,0.17860522331567,21.9480980317941,0.999952687358062,reinterpret-cast-0.1.0,1,1
8,1,0.98879964671138,0.0650078661919351,0.431887058044216,0.00574646021362921,0.120592862465844,0.0799701912726671,0.603419723441252,0,0.0462200877701416,0.0961386657834451,0.216229195992382,0.358587949545969,0.718009439430322,1,0.170191272667053,0,0,0,0.0802986392867986,0.230305539455163,0,0.0253926195799178,0,0.182619855924485,0,0.0415886947641522,0.369873864922304,0.998426761612983,0.902555822362066,78.4027462670089,0.653688830007452,reinterpret-cast-0.1.0,0,1
9,1,0.999807053274735,0.0153499839211062,0.0828813377639618,0.00240111480330153,0.281573587737164,0.000300139350412692,0.0981455675849502,0,0.23325115232072,0.770865044484939,0.586815307106871,1.59093150391253,0.192668024439919,1,0.756715617965484,0,0,0,0.000836102476149641,0.551270232607997,0,0.0219530496301854,0,0.0993246864615714,0,0.15933111801908,0.752899560510237,0.763125736949298,0.148740486654518,18.9544645728374,0.996848536820667,monoid-subclasses-1.0.1,1,0
10,1,0.992413502137592,0.038484374810668,0.354407428092404,0.00769885778428437,0.195953500617429,0.0465764923215212,0.45101713268495,0,0.0342896043939339,0.152963713253073,0.407468850414795,0.594722168061802,0.646043113162965,1,0.251689529707633,0,0,0,0.0698173710642357,0.305767699166223,0,0.0524081925804998,0,0.278463136582298,0,0.0477551699333662,0.473667571053881,1.00444813102489,0.849387032563448,93.6306178583979,0.668710075049818,monoid-subclasses-1.0.1,0,0
