hw-rankselect-0.13.3.1,real,11.087,0,1,6,8,15,51,47,70,58,64,23,38,5,27,67.375,63.0,67.375,63.25,64.25,61.5,61.5,63.5,65.25,62.75
hw-rankselect-0.13.3.1,user,520.180,0,1,6,8,15,51,47,70,58,64,23,38,5,27,67.375,63.0,67.375,63.25,64.25,61.5,61.5,63.5,65.25,62.75
hw-rankselect-0.13.3.1,sys,393.987,0,1,6,8,15,51,47,70,58,64,23,38,5,27,67.375,63.0,67.375,63.25,64.25,61.5,61.5,63.5,65.25,62.75
hw-rankselect-0.13.3.1,real,11.105,0,2,6,8,15,51,47,70,58,64,23,38,5,27,69.0,64.25,69.0,65.75,65.5,63.25,63.0,65.25,65.75,64.75
hw-rankselect-0.13.3.1,user,525.365,0,2,6,8,15,51,47,70,58,64,23,38,5,27,69.0,64.25,69.0,65.75,65.5,63.25,63.0,65.25,65.75,64.75
hw-rankselect-0.13.3.1,sys,387.832,0,2,6,8,15,51,47,70,58,64,23,38,5,27,69.0,64.25,69.0,65.75,65.5,63.25,63.0,65.25,65.75,64.75
hw-rankselect-0.13.3.1,real,10.835,0,3,6,8,15,51,47,70,58,64,23,38,5,27,69.75,65.25,69.75,66.25,66.5,64.25,64.5,65.75,67.0,65.75
hw-rankselect-0.13.3.1,user,525.301,0,3,6,8,15,51,47,70,58,64,23,38,5,27,69.75,65.25,69.75,66.25,66.5,64.25,64.5,65.75,67.0,65.75
hw-rankselect-0.13.3.1,sys,382.439,0,3,6,8,15,51,47,70,58,64,23,38,5,27,69.75,65.25,69.75,66.25,66.5,64.25,64.5,65.75,67.0,65.75
hw-rankselect-0.13.3.1,real,10.635,0,4,6,8,15,51,47,70,58,64,23,38,5,27,71.0,66.0,71.0,67.25,67.75,64.5,64.75,69.0,67.5,66.5
hw-rankselect-0.13.3.1,user,518.073,0,4,6,8,15,51,47,70,58,64,23,38,5,27,71.0,66.0,71.0,67.25,67.75,64.5,64.75,69.0,67.5,66.5
hw-rankselect-0.13.3.1,sys,345.861,0,4,6,8,15,51,47,70,58,64,23,38,5,27,71.0,66.0,71.0,67.25,67.75,64.5,64.75,69.0,67.5,66.5
hw-rankselect-0.13.3.1,real,10.526,0,5,6,8,15,51,47,70,58,64,23,38,5,27,71.75,67.0,71.75,68.0,68.5,65.5,65.5,67.5,68.25,68.0
hw-rankselect-0.13.3.1,user,508.102,0,5,6,8,15,51,47,70,58,64,23,38,5,27,71.75,67.0,71.75,68.0,68.5,65.5,65.5,67.5,68.25,68.0
hw-rankselect-0.13.3.1,sys,360.069,0,5,6,8,15,51,47,70,58,64,23,38,5,27,71.75,67.0,71.75,68.0,68.5,65.5,65.5,67.5,68.25,68.0
hw-rankselect-0.13.3.1,real,10.825,0,6,6,8,15,51,47,70,58,64,23,38,5,27,72.0,67.0,72.0,68.75,69.0,65.75,65.25,67.75,69.0,69.25
hw-rankselect-0.13.3.1,user,523.396,0,6,6,8,15,51,47,70,58,64,23,38,5,27,72.0,67.0,72.0,68.75,69.0,65.75,65.25,67.75,69.0,69.25
hw-rankselect-0.13.3.1,sys,367.322,0,6,6,8,15,51,47,70,58,64,23,38,5,27,72.0,67.0,72.0,68.75,69.0,65.75,65.25,67.75,69.0,69.25
ListLike-4.6.3,real,22.553,0,1,6,8,15,51,47,70,58,64,23,38,5,27,69.25,62.25,69.25,63.5,64.0,61.25,61.5,63.5,63.25,62.75
ListLike-4.6.3,user,22.277,0,1,6,8,15,51,47,70,58,64,23,38,5,27,69.25,62.25,69.25,63.5,64.0,61.25,61.5,63.5,63.25,62.75
ListLike-4.6.3,sys,0.741,0,1,6,8,15,51,47,70,58,64,23,38,5,27,69.25,62.25,69.25,63.5,64.0,61.25,61.5,63.5,63.25,62.75
ListLike-4.6.3,real,22.483,0,2,6,8,15,51,47,70,58,64,23,38,5,27,67.5,62.25,67.5,61.75,63.0,60.0,59.75,63.5,62.5,62.0
ListLike-4.6.3,user,22.216,0,2,6,8,15,51,47,70,58,64,23,38,5,27,67.5,62.25,67.5,61.75,63.0,60.0,59.75,63.5,62.5,62.0
ListLike-4.6.3,sys,0.652,0,2,6,8,15,51,47,70,58,64,23,38,5,27,67.5,62.25,67.5,61.75,63.0,60.0,59.75,63.5,62.5,62.0
ListLike-4.6.3,real,22.503,0,3,6,8,15,51,47,70,58,64,23,38,5,27,67.875,61.25,67.875,62.5,63.0,59.25,59.5,61.5,62.5,60.75
ListLike-4.6.3,user,22.220,0,3,6,8,15,51,47,70,58,64,23,38,5,27,67.875,61.25,67.875,62.5,63.0,59.25,59.5,61.5,62.5,60.75
ListLike-4.6.3,sys,0.699,0,3,6,8,15,51,47,70,58,64,23,38,5,27,67.875,61.25,67.875,62.5,63.0,59.25,59.5,61.5,62.5,60.75
ListLike-4.6.3,real,22.383,0,4,6,8,15,51,47,70,58,64,23,38,5,27,67.0,60.25,67.0,61.5,61.75,58.25,58.25,60.5,61.5,60.0
ListLike-4.6.3,user,22.105,0,4,6,8,15,51,47,70,58,64,23,38,5,27,67.0,60.25,67.0,61.5,61.75,58.25,58.25,60.5,61.5,60.0
ListLike-4.6.3,sys,0.699,0,4,6,8,15,51,47,70,58,64,23,38,5,27,67.0,60.25,67.0,61.5,61.75,58.25,58.25,60.5,61.5,60.0
ListLike-4.6.3,real,22.543,0,5,6,8,15,51,47,70,58,64,23,38,5,27,65.5,59.25,65.5,60.5,60.75,58.25,59.25,61.0,61.25,59.5
