PROJECT,TIME,CONFIG,FI,AA,NTA,DAC,RAC,RC,AC,FFD,FDD,CB,CA,BA,DATE,PROJ_CONFIG_AVG,STATUS,BATCH,DEFAULT,RSpeedup,RSPEEDPERC,CONFIG_RSPEEDUP,CONFIG_GM_SPEEDUP,UNIQUE_CONFIG
11,poly-0.3.3.0,39.343,1,NA,65.625,59.75,65.625,59,60.25,57.5,57,59,59.5,59,NA,may9_DP,42.137,ORIGINAL,Default with pragmas,99.634,2.36452523910103,136.452523910103,1.0868368888129,8.68368888128968,-1
12,ListLike-4.6.3,23.523,1,NA,64,58,64,59.25,59.5,56.25,56.25,58.75,58.75,57.75,NA,may9_DP,23.3468,ORIGINAL,Default with pragmas,23.583,1.01011701817808,1.01170181780801,1.0868368888129,8.68368888128968,-1
13,loop-0.3.0,20.593,1,NA,61.75,56.75,61.75,58.25,58.25,56.25,56.25,57.75,58.5,56.75,NA,may9_DP,20.586,ORIGINAL,Default with pragmas,19.835,0.963518896337317,-3.64811036626833,1.0868368888129,8.68368888128968,-1
14,midi-0.2.2.2,18.933,1,NA,62.5,56.75,62.5,57.25,58.25,55.75,55.75,58,58,57.5,NA,may9_DP,18.976,ORIGINAL,Default with pragmas,18.943,0.998260961214165,-0.173903878583459,1.0868368888129,8.68368888128968,-1
15,monoid-subclasses-1.0.1,35.523,1,NA,63,58.25,63,59.75,59,58,56.75,58.5,58.5,58,NA,may9_DP,35.8518,ORIGINAL,Default with pragmas,36.713,1.02402110912144,2.40211091214388,1.0868368888129,8.68368888128968,-1
16,reinterpret-cast-0.1.0,26.643,1,NA,67.875,58,67.875,59.25,59.75,58.25,56,59.75,59.75,58.25,NA,may9_DP,27.0149,ORIGINAL,Default with pragmas,27.003,0.999559502348704,-0.0440497651296168,1.0868368888129,8.68368888128968,-1
17,set-cover-0.1,15.193,1,NA,65.25,58.25,65.25,59.25,59.75,57,56.25,58.75,59.75,57.75,NA,may9_DP,15.321,ORIGINAL,Default with pragmas,15.603,1.0184061092618,1.84061092617975,1.0868368888129,8.68368888128968,-1
18,hw-rankselect-0.13.3.1,8.015,1,NA,68.5,64,68.5,65.25,65.5,63,62.25,65,68.25,64,NA,may9_DP,8.3641,ORIGINAL,Default with pragmas,7.934,0.948577850575675,-5.14221494243254,1.0868368888129,8.68368888128968,-1
19,metrics-0.4.1.1,59.452,1,NA,69.5,65.75,69.5,67.25,67.75,64.5,64.75,66.25,68.25,66.25,NA,may9_DP,59.0228,ORIGINAL,Default with pragmas,59.053,1.00051166667796,0.0511666677961653,1.0868368888129,8.68368888128968,-1
20,nonempty-containers-0.3.3.0,4.114,1,NA,69.5,65.25,69.5,65.75,66.25,64,63.25,65.75,66,65.5,NA,may9_DP,4.2242,ORIGINAL,Default with pragmas,4.274,1.01178921452583,1.17892145258274,1.0868368888129,8.68368888128968,-1
21,poly-0.3.3.0,38.233,2,NA,64.5,59.25,64.5,59.75,60.25,58.5,57.25,59.5,60.25,59,NA,may9_DP,43.453,ORIGINAL,Default with pragmas,99.634,2.2929141831404,129.29141831404,1.08078125314601,8.07812531460128,-1
22,ListLike-4.6.3,23.283,2,NA,63.5,59,63.5,59.75,60.25,58.25,57.5,59.75,59.75,60.5,NA,may9_DP,23.317,ORIGINAL,Default with pragmas,23.583,1.01140798558991,1.1407985589913,1.08078125314601,8.07812531460128,-1
23,loop-0.3.0,20.673,2,NA,62.75,58,62.75,59,59.75,57.25,57.5,59,59.25,58.5,NA,may9_DP,20.588,ORIGINAL,Default with pragmas,19.835,0.9634252962891,-3.65747037108995,1.08078125314601,8.07812531460128,-1
24,midi-0.2.2.2,19.073,2,NA,63.875,57,63.875,57.75,58.75,56.25,56,60.25,58.5,57.5,NA,may9_DP,19.0529,ORIGINAL,Default with pragmas,18.943,0.994231849219804,-0.576815078019621,1.08078125314601,8.07812531460128,-1
25,monoid-subclasses-1.0.1,36.063,2,NA,65,58,65,59.5,60.5,57,56.5,58.75,59.75,58.5,NA,may9_DP,35.971,ORIGINAL,Default with pragmas,36.713,1.02062772789191,2.06277278919129,1.08078125314601,8.07812531460128,-1
26,reinterpret-cast-0.1.0,26.633,2,NA,68.125,57,68.125,58.75,59.25,56.5,56.25,59.25,60.75,57.5,NA,may9_DP,26.935,ORIGINAL,Default with pragmas,27.003,1.00252459625023,0.252459625023205,1.08078125314601,8.07812531460128,-1
27,set-cover-0.1,15.343,2,NA,63,58.25,63,58.75,58.75,56.75,56.75,58.5,59,59,NA,may9_DP,15.348,ORIGINAL,Default with pragmas,15.603,1.01661454261142,1.66145426114153,1.08078125314601,8.07812531460128,-1
28,hw-rankselect-0.13.3.1,8.265,2,NA,68.25,63.5,68.25,64.75,65,65.25,62.5,64.75,65.25,63.5,NA,may9_DP,8.4152,ORIGINAL,Default with pragmas,7.934,0.942817758342048,-5.71822416579523,1.08078125314601,8.07812531460128,-1
29,metrics-0.4.1.1,58.713,2,NA,69.75,65.75,69.75,66.75,67.75,65,65.25,66.5,67.25,66,NA,may9_DP,58.882,ORIGINAL,Default with pragmas,59.053,1.00290411331137,0.290411331136853,1.08078125314601,8.07812531460128,-1
30,nonempty-containers-0.3.3.0,3.985,2,NA,69.5,64.75,69.5,65.75,66.75,63.75,63.5,65.75,66,64.75,NA,may9_DP,4.2942,ORIGINAL,Default with pragmas,4.274,0.995295980625029,-0.470401937497089,1.08078125314601,8.07812531460128,-1
31,poly-0.3.3.0,37.553,3,NA,65.25,59.25,65.25,59.25,59.5,57.25,57,59.75,60,59,NA,may9_DP,39.1999,ORIGINAL,Default with pragmas,99.634,2.54169015737285,154.169015737285,1.09469509734058,9.46950973405836,-1
32,ListLike-4.6.3,23.073,3,NA,63.5,57,63.5,58.5,59.75,56,56,58,58.25,57,NA,may9_DP,23.2139,ORIGINAL,Default with pragmas,23.583,1.01589995649158,1.58999564915847,1.09469509734058,9.46950973405836,-1
33,loop-0.3.0,20.573,3,NA,62.75,56.75,62.75,56.75,58,55,55.25,57.25,57.5,56.5,NA,may9_DP,20.6031,ORIGINAL,Default with pragmas,19.835,0.962719202450117,-3.72807975498833,1.09469509734058,9.46950973405836,-1
34,midi-0.2.2.2,18.963,3,NA,63,56,63,57.5,57.75,55,55,58.25,57.75,56,NA,may9_DP,18.9509,ORIGINAL,Default with pragmas,18.943,0.999583133254885,-0.0416866745114985,1.09469509734058,9.46950973405836,-1
35,monoid-subclasses-1.0.1,36.613,3,NA,63.375,56.75,63.375,59,58.75,55.5,55.5,58,57.75,57.25,NA,may9_DP,35.969,ORIGINAL,Default with pragmas,36.713,1.02068447830076,2.06844783007589,1.09469509734058,9.46950973405836,-1
36,reinterpret-cast-0.1.0,26.573,3,NA,66.875,57.5,66.875,58,60.75,57.5,56,57.75,58.75,57.25,NA,may9_DP,26.759,ORIGINAL,Default with pragmas,27.003,1.00911842744497,0.911842744497182,1.09469509734058,9.46950973405836,-1
37,set-cover-0.1,15.413,3,NA,62.5,58,62.5,58.5,59.5,56.5,56.25,58.25,58.5,58.25,NA,may9_DP,15.319,ORIGINAL,Default with pragmas,15.603,1.01853906912984,1.85390691298388,1.09469509734058,9.46950973405836,-1
38,hw-rankselect-0.13.3.1,8.144,3,NA,67.875,63.75,67.875,64.75,65,61.75,62.5,64.25,64.5,64.5,NA,may9_DP,8.3212,ORIGINAL,Default with pragmas,7.934,0.953468249771668,-4.65317502283323,1.09469509734058,9.46950973405836,-1
39,metrics-0.4.1.1,58.593,3,NA,68.75,65.5,68.75,66.5,67,64.25,64.5,65.5,66.25,65.25,NA,may9_DP,58.9468,ORIGINAL,Default with pragmas,59.053,1.00180162451566,0.18016245156649,1.09469509734058,9.46950973405836,-1
40,nonempty-containers-0.3.3.0,4.205,3,NA,69.5,64.75,69.5,66,66.75,63.5,64,65.25,66.75,66.75,NA,may9_DP,4.3062,ORIGINAL,Default with pragmas,4.274,0.992522409549022,-0.747759045097773,1.09469509734058,9.46950973405836,-1
41,poly-0.3.3.0,38.574,4,NA,65.75,58.25,65.75,59,59.5,56.5,56.5,60.5,59.5,58,NA,may9_DP,40.854,ORIGINAL,Default with pragmas,99.634,2.43878200421011,143.878200421011,1.09348012009997,9.34801200999675,-1
42,ListLike-4.6.3,22.783,4,NA,63.5,57,63.5,58.5,58.5,56.25,56,58.25,58,56.75,NA,may9_DP,23.2617,ORIGINAL,Default with pragmas,23.583,1.01381240408053,1.38124040805272,1.09348012009997,9.34801200999675,-1
43,loop-0.3.0,20.543,4,NA,64,57,64,56.25,57.5,54.25,54,56.75,56.75,55.5,NA,may9_DP,20.577,ORIGINAL,Default with pragmas,19.835,0.963940321718424,-3.60596782815764,1.09348012009997,9.34801200999675,-1
44,midi-0.2.2.2,18.963,4,NA,63,56,63,58,58.25,55,55,56.75,57.5,56.5,NA,may9_DP,18.9589,ORIGINAL,Default with pragmas,18.943,0.999161343748846,-0.0838656251153758,1.09348012009997,9.34801200999675,-1
45,monoid-subclasses-1.0.1,34.593,4,NA,63.375,57.5,63.375,60.25,59,55.75,55.75,57.75,58,57,NA,may9_DP,35.5732,ORIGINAL,Default with pragmas,36.713,1.03204097466632,3.20409746663219,1.09348012009997,9.34801200999675,-1
46,reinterpret-cast-0.1.0,26.634,4,NA,67.125,58.75,67.125,58,58.75,56.5,56,58,59,58.75,NA,may9_DP,26.708,ORIGINAL,Default with pragmas,27.003,1.01104537966152,1.10453796615246,1.09348012009997,9.34801200999675,-1
47,set-cover-0.1,15.323,4,NA,63,57,63,58.75,59.25,56.25,57.5,59,58.75,57.75,NA,may9_DP,15.3202,ORIGINAL,Default with pragmas,15.603,1.01845928904322,1.8459289043224,1.09348012009997,9.34801200999675,-1
48,hw-rankselect-0.13.3.1,8.575,4,NA,68.125,63.25,68.125,64.75,65.25,62,62,64.5,64.5,66.25,NA,may9_DP,8.4142,ORIGINAL,Default with pragmas,7.934,0.942929809132181,-5.70701908678186,1.09348012009997,9.34801200999675,-1
49,metrics-0.4.1.1,57.853,4,NA,69.25,65.75,69.25,67,67,64.5,64.5,66,66.75,65.75,NA,may9_DP,58.779,ORIGINAL,Default with pragmas,59.053,1.00466152877728,0.466152877728443,1.09348012009997,9.34801200999675,-1
50,nonempty-containers-0.3.3.0,4.074,4,NA,69.375,64.75,69.375,65.25,66.25,63.25,63.25,65,65.75,65,NA,may9_DP,4.1923,ORIGINAL,Default with pragmas,4.274,1.01948810915249,1.94881091524939,1.09348012009997,9.34801200999675,-1
51,poly-0.3.3.0,41.423,0,NA,60.875,55,60.875,56,56.75,54.75,54.5,56,56.5,55.75,NA,may10_DP,41.383,ORIGINAL,Default with pragmas,99.634,2.40760698837687,140.760698837687,1.08270148541621,8.27014854162129,-1
52,ListLike-4.6.3,24.723,0,NA,62.75,55,62.75,55.5,56.5,54,53.5,56.5,57,55,NA,may10_DP,24.4518,ORIGINAL,Default with pragmas,23.583,0.964468873457169,-3.55311265428312,1.08270148541621,8.27014854162129,-1
53,loop-0.3.0,20.834,0,NA,61.25,54.25,61.25,56,56.25,53.25,52.75,54.75,56,54.5,NA,may10_DP,20.8071,ORIGINAL,Default with pragmas,19.835,0.953280370642713,-4.67196293572866,1.08270148541621,8.27014854162129,-1
54,midi-0.2.2.2,19.013,0,NA,60.25,54.25,60.25,54.5,56,54.5,52.75,55.5,55.75,54.5,NA,may10_DP,19.0289,ORIGINAL,Default with pragmas,18.943,0.995485813683397,-0.451418631660261,1.08270148541621,8.27014854162129,-1
55,monoid-subclasses-1.0.1,35.033,0,NA,61.75,55.75,61.75,55.5,57,54,53.75,56.5,56.75,55,NA,may10_DP,35.865,ORIGINAL,Default with pragmas,36.713,1.02364422138575,2.36442213857522,1.08270148541621,8.27014854162129,-1
56,reinterpret-cast-0.1.0,26.643,0,NA,64.5,57.75,64.5,56,57,54.75,54.25,56.5,57,56.25,NA,may10_DP,26.866,ORIGINAL,Default with pragmas,27.003,1.00509938211866,0.509938211866312,1.08270148541621,8.27014854162129,-1
57,set-cover-0.1,15.313,0,NA,62.5,55.5,62.5,56.5,57.75,54,54,55.75,56.25,55,NA,may10_DP,15.3539,ORIGINAL,Default with pragmas,15.603,1.01622389099838,1.62238909983783,1.08270148541621,8.27014854162129,-1
58,hw-rankselect-0.13.3.1,8.015,0,NA,65.5,61,65.5,63,63.25,60.25,59.75,62.25,63,61.5,NA,may10_DP,8.4372,ORIGINAL,Default with pragmas,7.934,0.940359360925425,-5.96406390745745,1.08270148541621,8.27014854162129,-1
59,metrics-0.4.1.1,58.683,0,NA,67.375,63.75,67.375,64.75,65.25,62.5,62.25,64.25,64.5,63.75,NA,may10_DP,58.631,ORIGINAL,Default with pragmas,59.053,1.00719755760604,0.719755760604457,1.08270148541621,8.27014854162129,-1
60,nonempty-containers-0.3.3.0,3.984,0,NA,67.75,63.25,67.75,64,64.5,61.5,61.5,64,64.5,63.75,NA,may10_DP,4.2134,ORIGINAL,Default with pragmas,4.274,1.01438268381829,1.43826838182941,1.08270148541621,8.27014854162129,-1
61,poly-0.3.3.0,40.353,1,NA,63.875,57.25,63.875,58.75,59,56.25,55.5,57.5,58.25,57.5,NA,may10_DP,40.12,ORIGINAL,Default with pragmas,99.634,2.4833998005982,148.339980059821,1.09593374914367,9.59337491436707,-1
62,ListLike-4.6.3,23.553,1,NA,62.875,55.75,62.875,56.75,58,54.75,54.5,56.75,57.25,55.75,NA,may10_DP,23.2548,ORIGINAL,Default with pragmas,23.583,1.01411321533619,1.41132153361887,1.09593374914367,9.59337491436707,-1
63,loop-0.3.0,20.573,1,NA,60.75,56.75,60.75,56,56.5,54.75,54,55.75,56.5,55.25,NA,may10_DP,20.592,ORIGINAL,Default with pragmas,19.835,0.963238150738151,-3.67618492618491,1.09593374914367,9.59337491436707,-1
64,midi-0.2.2.2,18.963,1,NA,61.5,55,61.5,56.75,56.75,54.25,53.25,55.5,56.5,55.25,NA,may10_DP,18.956,ORIGINAL,Default with pragmas,18.943,0.999314201308293,-0.068579869170704,1.09593374914367,9.59337491436707,-1
65,monoid-subclasses-1.0.1,36.043,1,NA,63.25,56,63.25,56.5,57.25,54.25,54.25,56.5,58,55.75,NA,may10_DP,35.6249,ORIGINAL,Default with pragmas,36.713,1.03054324363016,3.05432436301576,1.09593374914367,9.59337491436707,-1
66,reinterpret-cast-0.1.0,26.553,1,NA,63.875,56.25,63.875,57,57.25,55.75,57.25,56.75,57.25,56.25,NA,may10_DP,26.694,ORIGINAL,Default with pragmas,27.003,1.01157563497415,1.15756349741516,1.09593374914367,9.59337491436707,-1
67,set-cover-0.1,15.233,1,NA,61.75,57.25,61.75,57,58,55.25,55.25,57.5,57.75,57.25,NA,may10_DP,15.268,ORIGINAL,Default with pragmas,15.603,1.02194131516898,2.19413151689809,1.09593374914367,9.59337491436707,-1
68,hw-rankselect-0.13.3.1,8.615,1,NA,67,65.25,67,63.75,64.75,61.5,61.25,63.75,64,63.25,NA,may10_DP,8.282,ORIGINAL,Default with pragmas,7.934,0.957981163970056,-4.20188360299445,1.09593374914367,9.59337491436707,-1
69,metrics-0.4.1.1,59.063,1,NA,68.375,65,68.375,65.5,66.5,63.75,63,65.5,66,65.25,NA,may10_DP,59.1839,ORIGINAL,Default with pragmas,59.053,0.997788249844975,-0.221175015502528,1.09593374914367,9.59337491436707,-1
70,nonempty-containers-0.3.3.0,4.384,1,NA,69,64.75,69,64.75,65.75,63,65.5,64.5,65.5,64.5,NA,may10_DP,4.2213,ORIGINAL,Default with pragmas,4.274,1.01248430578258,1.24843057825788,1.09593374914367,9.59337491436707,-1
71,poly-0.3.3.0,39.663,2,NA,64.75,58.75,64.75,59,59.25,56.5,57,58.75,59.5,59.25,NA,may10_DP,40.961,ORIGINAL,Default with pragmas,99.634,2.43241131808305,143.241131808305,1.09108815486935,9.10881548693541,-1
72,ListLike-4.6.3,23.013,2,NA,63.25,57,63.25,57.75,58.25,55.25,55.25,57.5,57.75,56.25,NA,may10_DP,23.136,ORIGINAL,Default with pragmas,23.583,1.01932053941909,1.93205394190872,1.09108815486935,9.10881548693541,-1
73,loop-0.3.0,20.523,2,NA,62.75,55.75,62.75,56.25,57,55.5,53.75,57,57,55.25,NA,may10_DP,20.591,ORIGINAL,Default with pragmas,19.835,0.963284930309358,-3.67150696906415,1.09108815486935,9.10881548693541,-1
74,midi-0.2.2.2,18.993,2,NA,61.25,56.5,61.25,57,57.75,55,54.75,57,57.75,57,NA,may10_DP,18.972,ORIGINAL,Default with pragmas,18.943,0.998471431583386,-0.152856841661397,1.09108815486935,9.10881548693541,-1
75,monoid-subclasses-1.0.1,35.253,2,NA,62.25,57,62.25,57,58.5,57.5,55.75,57.5,58.25,57,NA,may10_DP,35.6008,ORIGINAL,Default with pragmas,36.713,1.03124087099166,3.12408709916632,1.09108815486935,9.10881548693541,-1
76,reinterpret-cast-0.1.0,26.743,2,NA,64.875,57,64.875,57.75,58,56.5,56.5,57.75,58.25,57.25,NA,may10_DP,26.6369,ORIGINAL,Default with pragmas,27.003,1.01374409184252,1.37440918425191,1.09108815486935,9.10881548693541,-1
77,set-cover-0.1,15.273,2,NA,63.25,56.5,63.25,57.5,58.5,55.5,55.25,58.25,58,56.5,NA,may10_DP,15.2959,ORIGINAL,Default with pragmas,15.603,1.0200772756098,2.0077275609804,1.09108815486935,9.10881548693541,-1
78,hw-rankselect-0.13.3.1,7.935,2,NA,66.625,65.25,66.625,63.25,64,61.5,60.75,63.25,64,63,NA,may10_DP,8.409,ORIGINAL,Default with pragmas,7.934,0.943512902842193,-5.64870971578072,1.09108815486935,9.10881548693541,-1
79,metrics-0.4.1.1,59.093,2,NA,68,64.75,68,65.5,65.75,63.5,63.25,66.25,66,64.75,NA,may10_DP,58.72,ORIGINAL,Default with pragmas,59.053,1.00567098092643,0.567098092643059,1.09108815486935,9.10881548693541,-1
80,nonempty-containers-0.3.3.0,4.294,2,NA,68.625,65.5,68.625,65,65.5,62.75,62.5,64.75,65,64,NA,may10_DP,4.3132,ORIGINAL,Default with pragmas,4.274,0.990911620142817,-0.908837985718258,1.09108815486935,9.10881548693541,-1
81,poly-0.3.3.0,42.563,3,NA,64.5,58.75,64.5,58,58.75,56.5,56.5,58.25,58.75,58.25,NA,may10_DP,41.697,ORIGINAL,Default with pragmas,99.634,2.38947646113629,138.947646113629,1.08941036297696,8.94103629769569,-1
82,ListLike-4.6.3,23.803,3,NA,63.875,56,63.875,56.75,58.25,54.5,54.5,57,57.5,55.75,NA,may10_DP,23.4578,ORIGINAL,Default with pragmas,23.583,1.00533724390182,0.533724390181511,1.08941036297696,8.94103629769569,-1
83,loop-0.3.0,20.613,3,NA,60.625,55.75,60.625,56.5,57.25,55,55,56.75,57,55.75,NA,may10_DP,20.6501,ORIGINAL,Default with pragmas,19.835,0.960528036183844,-3.94719638161559,1.08941036297696,8.94103629769569,-1
84,midi-0.2.2.2,19.003,3,NA,62,56.75,62,59,57,54.25,54,57,56.5,55.5,NA,may10_DP,18.9819,ORIGINAL,Default with pragmas,18.943,0.997950679331363,-0.204932066863683,1.08941036297696,8.94103629769569,-1
85,monoid-subclasses-1.0.1,35.473,3,NA,63.25,56.75,63.25,58.25,58,55.25,54.25,56.75,57,56,NA,may10_DP,35.8919,ORIGINAL,Default with pragmas,36.713,1.02287702796453,2.2877027964527,1.08941036297696,8.94103629769569,-1
86,reinterpret-cast-0.1.0,26.522,3,NA,67.375,56.25,67.375,57,57.75,54.75,55.75,60,57.75,56,NA,may10_DP,26.6009,ORIGINAL,Default with pragmas,27.003,1.01511602990876,1.51160299087625,1.08941036297696,8.94103629769569,-1
87,set-cover-0.1,15.183,3,NA,63.75,56.25,63.75,57.5,58.5,55.5,55.5,57.75,58.75,57,NA,may10_DP,15.243,ORIGINAL,Default with pragmas,15.603,1.02361739814997,2.36173981499705,1.08941036297696,8.94103629769569,-1
88,hw-rankselect-0.13.3.1,8.056,3,NA,67.25,63,67.25,63.5,64.5,61.25,61,63.25,63.75,63,NA,may10_DP,8.2985,ORIGINAL,Default with pragmas,7.934,0.95607639934928,-4.39236006507201,1.08941036297696,8.94103629769569,-1
89,metrics-0.4.1.1,58.573,3,NA,68.125,64.5,68.125,65.5,65.75,63.25,63,65,65.75,64.75,NA,may10_DP,58.852,ORIGINAL,Default with pragmas,59.053,1.00341534697207,0.341534697206547,1.08941036297696,8.94103629769569,-1
90,nonempty-containers-0.3.3.0,4.195,3,NA,68.5,64.25,68.5,64.75,65.25,63.25,62.5,64.75,64.75,64,NA,may10_DP,4.2619,ORIGINAL,Default with pragmas,4.274,1.00283910931744,0.283910931744069,1.08941036297696,8.94103629769569,-1
91,poly-0.3.3.0,38.393,4,NA,62.25,57.25,62.25,57.25,58.5,56,55.75,57.25,58,57.25,NA,may10_DP,41.34,ORIGINAL,Default with pragmas,99.634,2.41011127237542,141.011127237542,1.08918006367896,8.91800636789644,-1
92,ListLike-4.6.3,22.833,4,NA,63.5,56.25,63.5,56.5,58.25,54.75,54.5,56.75,57,55.75,NA,may10_DP,23.1749,ORIGINAL,Default with pragmas,23.583,1.01760956897333,1.76095689733289,1.08918006367896,8.91800636789644,-1
93,loop-0.3.0,20.643,4,NA,63.5,55.25,63.5,57.75,56.75,54,53.25,56,56.25,54.75,NA,may10_DP,20.6381,ORIGINAL,Default with pragmas,19.835,0.961086534128626,-3.89134658713739,1.08918006367896,8.91800636789644,-1
94,midi-0.2.2.2,19.133,4,NA,61.375,54.5,61.375,55.5,56.5,54.25,53.75,55.5,56,54.75,NA,may10_DP,19.1039,ORIGINAL,Default with pragmas,18.943,0.991577635980088,-0.842236401991203,1.08918006367896,8.91800636789644,-1
95,monoid-subclasses-1.0.1,35.943,4,NA,62.25,56.75,62.25,56.75,57.5,55.25,55,57.75,57.25,56.75,NA,may10_DP,35.523,ORIGINAL,Default with pragmas,36.713,1.0334994229091,3.3499422909101,1.08918006367896,8.91800636789644,-1
96,reinterpret-cast-0.1.0,27.573,4,NA,64.25,55.75,64.25,56.5,57.25,55.25,57.25,56.75,57.25,55.5,NA,may10_DP,26.784,ORIGINAL,Default with pragmas,27.003,1.00817652329749,0.817652329749108,1.08918006367896,8.91800636789644,-1
97,set-cover-0.1,15.293,4,NA,60.25,56,60.25,56.25,57.5,55.75,55,57,57.5,56,NA,may10_DP,15.301,ORIGINAL,Default with pragmas,15.603,1.01973727207372,1.97372720737206,1.08918006367896,8.91800636789644,-1
98,hw-rankselect-0.13.3.1,8.084,4,NA,65.75,61.5,65.75,62.5,62.75,60.25,60.25,62.25,63,61.5,NA,may10_DP,8.391,ORIGINAL,Default with pragmas,7.934,0.945536884757478,-5.44631152425218,1.08918006367896,8.91800636789644,-1
99,metrics-0.4.1.1,58.693,4,NA,67.25,64.25,67.25,64.75,65.25,62.5,62.25,64.5,64.75,63.75,NA,may10_DP,59.0708,ORIGINAL,Default with pragmas,59.053,0.999698666684724,-0.0301333315275931,1.08918006367896,8.91800636789644,-1
100,nonempty-containers-0.3.3.0,4.134,4,NA,67.375,63,67.375,63.75,64.25,62,61.75,63.5,65,63.25,NA,may10_DP,4.27,ORIGINAL,Default with pragmas,4.274,1.00093676814988,0.0936768149883083,1.08918006367896,8.91800636789644,-1
